"","id","transitivity"
"1",51699,0.698581299607753
"2",51700,0.746782280774377
"3",51701,0.715249238789251
"4",51702,0.69873550340814
"5",51703,0.685815323087888
"6",51704,0.715942469696367
"7",51705,0.700547657331054
"8",51706,0.711068349056471
"9",51707,0.682974746617594
"10",51708,0.82258064516129
"11",51709,0.715726466865827
"12",51710,0.752103451997306
"13",51711,0.857194899817851
"14",51712,0.755932253663167
"15",51713,0.80217193348254
"16",51714,0.776295761165995
"17",51715,0.725537221795856
"18",51716,0.690615835777126
"19",51717,0.777696712173654
"20",51718,0.704957999616392
"21",51719,0.774769835219609
"22",51720,0.701591815517565
"23",51721,0.705857722049679
"24",51722,0.670329412818151
"25",51723,0.727268125904132
"26",51724,0.718975739098484
"27",51725,0.674577809200674
"28",51726,0.722573713080302
"29",51727,0.691044073327415
"30",51728,0.723592101138857
"31",51729,0.698511760171143
"32",51730,0.810198206350288
"33",51731,0.778653747483917
"34",51732,0.699766218585622
"35",51733,0.706788312602675
"36",51734,0.637606837606838
"37",51735,1
"38",51736,0.6
"39",51737,0.741678171498696
"40",51738,0.739553219448095
"41",51739,0.745203410575911
"42",51740,0.70828729281768
"43",51741,0.811057901610797
"44",51742,0.735733366799936
"45",51743,0.735299256611247
"46",51744,0.684845945542062
"47",51745,0.850179087135354
"48",51746,0.72599663110612
"49",51747,0.719242725225038
"50",51748,0.802962827564433
"51",51749,0.662224841112841
"52",51750,0.751271789517406
"53",51751,0.728224791118233
"54",51752,0.705635265955044
"55",51753,0.862973621150531
"56",51754,0.713971525455664
"57",51755,0.756486072906744
"58",51756,0.765083552220305
"59",51757,0.676401869158878
"60",51758,0.676017184735911
"61",51759,0.755997288781359
"62",51760,0.702070552147239
"63",51761,0.701410803586294
"64",51762,0.687735058704931
"65",51763,0.790609132411975
"66",51764,0.769628099173554
"67",51765,0.744094488188976
"68",51766,0.822600741304928
"69",51767,0.715106019848394
"70",51768,0.737769145955733
"71",51769,0.687034324617972
"72",51770,0.656431740971484
"73",51771,0.850690094297295
"74",51772,0.763787269906802
"75",51773,0.718297322136069
"76",51774,0.706929048204349
"77",51775,0.643323293172691
"78",51776,0.561797752808989
"79",51777,0.690261770703586
"80",51778,0.807345972911938
"81",51779,0.694511448040747
"82",51780,0.653023255813953
"83",51781,0.786390277006601
"84",51782,0.736957883412953
"85",51783,0.742438054052499
"86",51784,0.739097375954457
"87",51785,0.721615455254048
"88",51786,0.748977316402132
"89",51787,0.771022749921032
"90",51788,0.735947555576267
"91",51789,0.758037609669681
"92",51790,0.742328999504498
"93",51791,0.71986222922789
"94",51792,0.694135811911503
"95",51793,0.733509431689067
"96",51794,0.768182818639255
"97",51795,NA
"98",51796,0.763613434954587
"99",51797,0.63322632423756
"100",51798,0.812772861026886
"101",51799,0.705760947969263
"102",51800,0.73319068944919
"103",51801,0.74607654147052
"104",51802,0.68809902190917
"105",51803,0.750882147444958
"106",51804,0.788663726135174
"107",51805,0.76286710197462
"108",51806,0.721708794426047
"109",51807,0.812513898475785
"110",51808,0.818152953758857
"111",51809,0.693107011185647
"112",51810,0.683491381658748
"113",51811,0.813735842222087
"114",51812,0.729826658696952
"115",51813,0.732156994100547
"116",51814,0.706427330631152
"117",51815,0.766955116082262
"118",51816,0.749075345158855
"119",51817,0.73993746593486
"120",51818,0.665825977301387
"121",51819,0.709182993839152
"122",51820,0.671120534051514
"123",51821,0.75832307800734
"124",51822,0.752361705127603
"125",51823,0.707163516452715
"126",51824,0.731520815632965
"127",51825,0.755917750003647
"128",51826,NA
"129",51827,0.819443213146657
"130",51828,0.691975271592341
"131",51829,0.749939417563793
"132",51830,0.709011167315619
"133",51831,0.846153846153846
"134",51832,0.748378682958983
"135",51833,0.752982193280701
"136",51834,0.742550855666774
"137",51835,0.696850393700787
"138",51836,0.803116276247117
"139",51837,0.707727179898551
"140",51838,0.747494445815848
"141",51839,0.721234472049689
"142",51840,0.699430814168973
"143",51841,0.761779546669811
"144",51842,0.685919176885592
"145",51843,0.639344262295082
"146",51844,0.759184792542497
"147",51845,0.732691772992678
"148",51846,0.737612286293828
"149",51847,0.730769230769231
"150",51848,0.737427585356835
"151",51849,0.750124164571709
"152",51850,0.721483519747472
"153",51851,0.731717064073531
"154",51852,0.786126273794244
"155",51853,0.761060112407639
"156",51854,0.804897778262977
"157",51855,0.774019431450162
"158",51856,0.685931940280233
"159",51857,0.727566476793788
"160",51858,0.8
"161",51859,0.737736107753707
"162",51860,0.680338014758391
"163",51861,0.740791896869245
"164",51862,0.727930709657733
"165",51863,0.726436998064517
"166",51864,0.73154256849226
"167",51865,0.809727120846482
"168",51866,0.788773417202243
"169",51867,0.692580147125602
"170",51868,0.762506065686789
"171",51869,0.750352310949041
"172",51870,0.766163216593275
"173",51871,0.780501140480343
"174",51872,0.552631578947368
"175",51873,0.739742835702841
"176",51874,0.762080252706755
"177",51875,0.814653298835705
"178",51876,0.767867904629176
"179",51877,0.711082191564747
"180",51878,0.708828328064713
"181",51879,0.706835360426215
"182",51880,0.781951789082189
"183",51881,0.709442338217739
"184",51882,0.776046117068997
"185",51883,0.762541806020067
"186",51884,0.73143757626497
"187",51885,0.734468831375883
"188",51886,0.690049929629516
"189",51887,0.69509601382151
"190",51888,0.668205081957868
"191",51889,0.719847993338832
"192",51890,0.770029421147779
"193",51891,0.754525130875438
"194",51892,0.841488426604161
"195",51893,0.847054946753763
"196",51894,0.738695850480465
"197",51895,0.734871028578958
"198",51896,0.780528452841503
"199",51897,0.752401331032473
"200",51898,0.678420083205672
"201",51899,0.66758325695081
"202",51900,0.800610853297436
"203",51901,0.636661211129296
"204",51902,1
"205",51903,0.711310791008875
"206",51904,0.841539238156752
"207",51905,0.75526540575624
"208",51906,0.756763137074752
"209",51907,0.713744244945749
"210",51908,0.710548553563654
"211",51909,0.711683700464024
"212",51910,0.738881017458473
"213",51911,0.750495652443642
"214",51912,0.722410411838117
"215",51913,0.703447933126755
"216",51914,0.693437764000057
"217",51915,0.715357680451426
"218",51916,0.723039116943282
"219",51917,0.804496826614271
"220",51918,0.792167907444753
"221",51919,0.692659019996721
"222",51920,0.743850058570871
"223",51921,0.80161843230655
"224",51922,0.788448726950157
"225",51923,0.783825356969354
"226",51924,0.715931256555025
"227",51925,0.724932746184334
"228",51926,0.711875163365291
"229",51927,0.619513484928609
"230",51928,0.722861645643242
"231",51929,0.735183410564882
"232",51930,0.760041492832046
"233",51931,0.798589981447124
"234",51932,0.673543985054017
"235",51933,0.744653077618235
"236",51934,0.751951103647367
"237",51935,0.716154143699836
"238",51936,0.699047260725633
"239",51937,0.715664367082006
"240",51938,0.769411764705882
"241",51939,0.752827435562915
"242",51940,0.70177899165867
"243",51941,0.748948843920782
"244",51942,0.78216694502147
"245",51943,0.691295672385991
"246",51944,0.841185523506925
"247",51945,0.648162040510127
"248",51946,0.68781498384427
"249",51947,0.711722549478118
"250",51948,0.700633355387821
"251",51949,0.778673868766601
"252",51950,0.682139037433155
"253",51951,0.713598958987631
"254",51952,0.760704624228591
"255",51953,0.725982293114802
"256",51954,0.661292112699762
"257",51955,0.763849606325008
"258",51956,0.700928087140158
"259",51957,0.688031687586285
"260",51958,0.726346474181011
"261",51959,0.771800900575021
"262",51960,0.753942334498224
"263",51961,0.697171228652399
"264",51962,0.716055327552008
"265",51963,0.682025694835061
"266",51964,0.778983534895681
"267",51965,0.736966433943346
"268",51966,0.760644533776323
"269",51967,0.672948958694119
"270",51968,0.685758038573753
