"","id","transitivity"
"1",51699,0.699265012152875
"2",51700,0.747176526642589
"3",51701,0.718303040034342
"4",51702,0.700691433981095
"5",51703,0.68614403610978
"6",51704,0.716427198352767
"7",51705,0.701571543890053
"8",51706,0.712122866241877
"9",51707,0.684296541061506
"10",51708,0.826086956521739
"11",51709,0.717359019631964
"12",51710,0.754669004469302
"13",51711,0.85690273419991
"14",51712,0.758258629597616
"15",51713,0.803184046264957
"16",51714,0.775768619183641
"17",51715,0.726842587306865
"18",51716,0.7
"19",51717,0.779543536748262
"20",51718,0.705661303099419
"21",51719,0.779683394002792
"22",51720,0.702287172069726
"23",51721,0.709608255162752
"24",51722,0.671318479495009
"25",51723,0.729701395068921
"26",51724,0.718938221381455
"27",51725,0.675630663651386
"28",51726,0.724119498162818
"29",51727,0.692018119523792
"30",51728,0.733784839802032
"31",51729,0.700298218623331
"32",51730,0.810331995888144
"33",51731,0.779678203881581
"34",51732,0.689417620706819
"35",51733,0.708751102911687
"36",51734,0.699258572752549
"37",51735,0.6
"38",51736,0.679245283018868
"39",51737,0.752545824847251
"40",51738,0.720225321888412
"41",51739,0.745401608570888
"42",51740,0.751986754966887
"43",51741,0.806712164789619
"44",51742,0.736056572662213
"45",51743,0.736533786044311
"46",51744,0.687093665188415
"47",51745,0.851043359994319
"48",51746,0.728878729180371
"49",51747,0.719154444722467
"50",51748,0.803938342213749
"51",51749,0.668926319283107
"52",51750,0.754729786336791
"53",51751,0.739127326028279
"54",51752,0.70815762027842
"55",51753,0.863251484519274
"56",51754,0.711911899847843
"57",51755,0.754849197236412
"58",51756,0.765826577067031
"59",51757,0.705784666482148
"60",51758,0.666850453812876
"61",51759,0.755485351251211
"62",51760,0.706233669279582
"63",51761,0.702124099961475
"64",51762,0.689018510896856
"65",51763,0.790955956395891
"66",51764,0.764585465711361
"67",51765,0.692307692307692
"68",51766,0.827329428764441
"69",51767,0.716371785298539
"70",51768,0.739140342023483
"71",51769,0.688611765461545
"72",51770,0.661684761684762
"73",51771,0.854019813833678
"74",51772,0.766913736470046
"75",51773,0.720026270385129
"76",51774,0.707998928071559
"77",51775,0.650166897337784
"78",51776,0.581395348837209
"79",51777,0.691515678966638
"80",51778,0.806702984367598
"81",51779,0.69528788412303
"82",51780,0.64
"83",51781,0.787753001833735
"84",51782,0.738123991342717
"85",51783,0.744351373906593
"86",51784,0.739241726330546
"87",51785,0.723097500708381
"88",51786,0.750027237469407
"89",51787,0.77127248595778
"90",51788,0.736461169255961
"91",51789,0.758970569287879
"92",51790,0.742309708013618
"93",51791,0.720361479099433
"94",51792,0.694669163303948
"95",51793,0.734905679193234
"96",51794,0.770495949658011
"97",51795,NA
"98",51796,0.767501882883178
"99",51797,0.667165295437547
"100",51798,0.815968872348688
"101",51799,0.710305435305435
"102",51800,0.726154392962572
"103",51801,0.746625358342975
"104",51802,0.689951811166091
"105",51803,0.755745204375278
"106",51804,0.792129997720661
"107",51805,0.76692442604375
"108",51806,0.724933657494873
"109",51807,0.817620428662375
"110",51808,0.819350906391827
"111",51809,0.699117357870747
"112",51810,0.683913642010543
"113",51811,0.814501054325053
"114",51812,0.73631033399644
"115",51813,0.733382546630562
"116",51814,0.697620429483459
"117",51815,0.766500480530412
"118",51816,0.749575562086602
"119",51817,0.741043314962717
"120",51818,0.678018575851393
"121",51819,0.708728523460666
"122",51820,0.672023745495617
"123",51821,0.757111073078898
"124",51822,0.769046510080511
"125",51823,0.707530578955688
"126",51824,0.692887029288703
"127",51825,0.756606495308452
"128",51826,0
"129",51827,0.822554299779124
"130",51828,0.702524572312806
"131",51829,0.752570644799717
"132",51830,0.709196600930694
"133",51831,0.83495145631068
"134",51832,0.758464153584642
"135",51833,0.749764655541292
"136",51834,0.742054442866264
"137",51835,0.69980879541109
"138",51836,0.802490320933729
"139",51837,0.712240309475572
"140",51838,0.740429873657957
"141",51839,0.7151142954623
"142",51840,0.70094243107159
"143",51841,0.762855538833503
"144",51842,0.688157121010368
"145",51843,0.627118644067797
"146",51844,0.745071897914484
"147",51845,0.736342204288888
"148",51846,0.739499363597794
"149",51847,0.75
"150",51848,0.73083506541142
"151",51849,0.750214934645389
"152",51850,0.720883821404558
"153",51851,0.712389998603157
"154",51852,0.784330049488923
"155",51853,0.761640049376704
"156",51854,0.80775564412457
"157",51855,0.798248568541597
"158",51856,0.686935329472735
"159",51857,0.721379705017819
"160",51858,0.801048588935876
"161",51859,0.738296739304175
"162",51860,0.685283064069355
"163",51861,0.751591951095262
"164",51862,0.727810100856456
"165",51863,0.727829182015142
"166",51864,0.732652812885455
"167",51865,0.804920238324044
"168",51866,0.790621755601131
"169",51867,0.690239574090506
"170",51868,0.763577028955166
